,certified,model,mileage,price,monthly,dealer,review,rating
2313,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2314,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2315,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2316,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2317,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2318,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2319,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2320,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2321,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2322,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2323,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2324,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2325,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2326,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2327,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2328,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2329,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2330,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2331,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2332,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2333,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2334,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2335,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2336,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2337,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2338,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2339,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2340,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2341,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2342,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2343,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2344,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2345,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2346,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2347,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2348,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2349,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2350,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2351,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2352,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2353,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2354,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2355,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2356,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2357,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2358,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2359,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2360,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2361,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2362,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2363,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2364,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2365,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2366,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2367,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2368,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2369,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2370,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2371,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2372,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2373,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2374,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2375,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2376,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2377,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2378,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2379,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2380,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2381,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2382,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2383,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2384,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2385,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2386,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2387,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2388,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2389,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2390,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2391,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2392,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2393,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2394,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2395,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2396,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2397,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2398,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2399,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2400,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2401,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2402,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2403,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2404,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2405,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2406,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2407,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2408,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2409,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2410,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2411,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2412,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2413,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2414,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2415,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2416,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2417,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2418,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2419,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2420,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2421,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2422,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2423,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2424,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2425,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2426,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2427,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2428,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2429,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2430,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2431,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2432,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2433,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2434,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2435,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2436,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2437,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2438,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2439,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2440,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2441,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2442,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2443,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2444,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2445,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2446,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2447,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2448,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2449,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2450,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2451,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2452,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2453,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2454,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2455,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2456,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2457,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2458,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2459,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2460,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2461,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2462,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2463,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2464,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2465,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2466,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2467,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2468,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2469,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2470,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2471,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2472,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2473,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2474,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2475,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2476,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2477,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2478,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2479,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2480,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2481,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2482,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2483,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2484,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2485,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2486,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
2487,Used,2023 Chevrolet Silverado 1500 LT,"4,553 mi.","$52,999",Fair Deal,"
Mazda 112
","(1,952 reviews)",4.9
2488,Used,2019 BMW 650 Gran Coupe 650i xDrive M-Sport Edition,"43,056 mi.","$45,995",Fair Deal,"
North Bay Imports
",(139 reviews),4.0
2489,Used,2023 Rivian R1S Adventure,301 mi.,"$95,750",Fair Deal,"
eCarOne
","(2,101 reviews)",4.9
2490,Honda Certified,2019 Honda Fit LX,"29,712 mi.","$22,426",Fair Deal,"
McGovern Honda of Boston
","(1,206 reviews)",4.9
2491,Used,2019 Ford Flex SEL,"65,755 mi.","$28,775",Fair Deal,"
First City Cars and Trucks
",(21 reviews),N/A
2492,Used,2019 Jeep Wrangler Unlimited Sahara,"51,620 mi.","$37,944",Fair Deal,"
McGee Chevrolet
",(430 reviews),4.4
2493,Used,2019 Chevrolet Suburban Premier,"90,330 mi.","$43,159",Fair Deal,"
AutoNation Buick GMC Park Meadows
",(698 reviews),4.5
2494,Used,2021 Ford Ranger XLT,"25,053 mi.","$32,595",Fair Deal,"
DESOTO Ford
",(346 reviews),4.4
2495,GMC Certified,2021 GMC Canyon Elevation,"51,179 mi.","$34,000",Fair Deal,"
Salt Lake Valley Buick GMC
",(163 reviews),3.2
2496,Used,2021 Volkswagen Jetta 1.4T SE,"61,628 mi.","$20,311",Fair Deal,"
Walla Walla Valley Honda
",(152 reviews),4.1
2497,Used,2016 Lexus GX 460 Base,"76,125 mi.","$35,990",Fair Deal,"
BMW of Salem
",(747 reviews),4.8
2498,Used,2012 Cadillac CTS Luxury,"108,307 mi.","$9,998",Good Deal,"
#1 Cochran Chevrolet
",N/A,N/A
2499,Used,2017 Toyota Tacoma SR5,"136,746 mi.","$21,995",Fair Deal,"
Auto Land Group Inc
",(4 reviews),N/A
2500,Used,2023 Jeep Gladiator Mojave,"5,500 mi.","$67,991",Fair Deal,"
Dempsey Dodge Chrysler Jeep RAM
",(217 reviews),3.5
2501,Used,2019 Nissan Titan XD SV,"83,241 mi.","$37,777",Fair Deal,"
All Star Dodge Chrysler Jeep RAM
",(919 reviews),3.7
2502,Used,2017 Chrysler Pacifica Touring-L,"91,810 mi.","$20,202",Fair Deal,"
Snell Motors
",(727 reviews),4.8
2503,Used,2023 Audi Q4 e-tron 50 Premium Plus,"9,765 mi.","$58,800",Fair Deal,"
RMR 4x4
",(1 review),N/A
2504,Used,2016 Lincoln MKX Reserve,"49,174 mi.","$25,995",Fair Deal,"
Joshua Motor Car Co Inc
",(26 reviews),5.0
2505,Used,2015 BMW 320 i xDrive,"116,100 mi.","$13,550",Fair Deal,"
Market Auto Sales
",(121 reviews),4.5
2506,Used,2020 BMW X4 M40i AWD 4dr Sports Activity Coupe,"51,369 mi.","$43,995",Fair Deal,"
Liberty Autoland
",(169 reviews),N/A
2507,Used,2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,302 mi.","$56,995",Fair Deal,"
Import Masters
",(498 reviews),3.4
